x,y,Temperature
3.183741236132590080e-01,5.557269213422677545e-01,4.529000097575377026e+01
3.223784657392815278e-01,5.339182541319176245e-01,5.389183561630716213e+01
3.023421833137139858e-01,5.257542504228294167e-01,4.929667149002594329e+01
3.292811529451574737e-01,5.009145191928690011e-01,5.976588044520769216e+01
3.778187993605525707e-01,5.057856552368558134e-01,6.427079599327612414e+01
3.414834067843734444e-01,5.486981156342328747e-01,5.132666600359774378e+01
3.597803052618595010e-01,5.104204193285900582e-01,6.187900773200707505e+01
3.621104820727771290e-01,4.855476392545781672e-01,6.677672218237734114e+01
3.372371119966643405e-01,5.344492454692604255e-01,5.396417415455830024e+01
3.895309445459994580e-01,5.525421306324220794e-01,4.699827912956575204e+01
3.745280966996376582e-01,5.315713483770276859e-01,5.375489860876589887e+01
3.500000000000000333e-01,5.999999999999999778e-01,3.000000000000000000e+01
3.793054282653314790e-01,4.884165267467190930e-01,6.712640197276219567e+01
4.270667672467264309e-01,4.888277931167504531e-01,6.728846628385214501e+01
4.030950059400539298e-01,4.992008685698448578e-01,6.429865957542386923e+01
3.416098825480698431e-01,4.809478059547723783e-01,6.821442760473101430e+01
3.652307833379225266e-01,5.540748367042925837e-01,4.573427088521779638e+01
3.370981417496057841e-01,5.757839699914765186e-01,3.582635076660090334e+01
4.068506284074336898e-01,4.749945342922968772e-01,6.950291961837899635e+01
4.707803759610071914e-01,4.984265838928328973e-01,6.568593680785147626e+01
4.024659987218643376e-01,5.274361417749182657e-01,5.477861201028267146e+01
3.557422940669151545e-01,5.408517621294148814e-01,5.157817817153772921e+01
3.769025237436828824e-01,5.457246786950551432e-01,4.972627510425494535e+01
3.750000000000000000e-01,5.999999999999999778e-01,3.000000000000000000e+01
3.326520795923380014e-01,5.611662221611124490e-01,4.495159446561252281e+01
3.504889859843706712e-01,5.640540602517165603e-01,4.377963814758054895e+01
3.655646781100011511e-01,5.704463463916260579e-01,4.108936102356518916e+01
4.125999816633184047e-01,4.882810590593267275e-01,6.731301674050274642e+01
3.949475671518895559e-01,4.855422798710993804e-01,6.807638433759967711e+01
4.001288952743233263e-01,4.377983896395889474e-01,8.875109717312447799e+01
6.000000000000000888e-01,5.999999999999999778e-01,3.000000000000000000e+01
3.871011736875609177e-01,5.200730695505075829e-01,5.844898956438917281e+01
3.625000000000000444e-01,5.877077686713528815e-01,3.319686591122108865e+01
3.875000000000000111e-01,5.797262496897832573e-01,3.551681430067417011e+01
3.971196939914888868e-01,4.575475999810029171e-01,7.867542824781166644e+01
3.697943629114416875e-01,4.432801575261471339e-01,8.726235132394367611e+01
